Value
"						STEAM TRAP"
"** SPECIAL FITTING **  CAP .688"" WALL LOTEMP STL A420 WPL6 ASME B16.9"
"** SPECIAL FITTING ** CAP .625"" WALL LOTEMP STL A420 WPL6 ASME B16.9"
"** SPECIAL FITTING ** ELL 45 DEG 0.625"" WALL A403 WP304H-WX 100%RT"
"** SPECIAL FITTING ** ELL 60 .625"" WALL A403 WP304H-WX 100%RT"
"** SPECIAL FITTING ** ELL 90 DEG LR .688"" WALL LOTEMP STL A420 WPL6-W 100%RT ASME B16.9"
"** SPECIAL FITTING ** ELL 90 DEG LR .750"" WALL LOTEMP STL A420 WPL6-W 100%RT ASME B16.9"
"** SPECIAL FITTING ** ELL 90 DEG LR .875"" WALL LOTEMP STL A420 WPL6-W 100%RT ASME B16.9"
"** SPECIAL FITTING ** ELL 90 DEG SR .625"" WALL LOTEMP STL A420 WPL6-W 100%RT ASME B16.9"
"** SPECIAL FITTING ** ELL 90 DEG SR .688"" WALL LOTEMP STL A420 WPL6-W 100%RT ASME B16.9"
"** SPECIAL FITTING ** ELL 90 LR 0.625"" WALL A403 WP304H-WX 100%RT"
"** SPECIAL FITTING ** REDUCER CONC .750"" WALL X .562"" WALL LOTEMP STL A420 WPL6-W 100%RT"
"** SPECIAL FITTING ** REDUCER ECC .500"" WALL LOTEMP STL A420 WPL6-W 100%RT"
"** SPECIAL FITTING ** REDUCER ECC .688"" WALL X 0.500"" WALL A403 WP304H-WX 100%RT"
"** SPECIAL FITTING ** REDUCER ECC .688"" WALL X 0.625"" WALL A403 WP304H-WX 100%RT"
"** SPECIAL FITTING ** REDUCER ECC .688"" WALL X SCH 80S A403 WP304H-WX 100%RT"
"** SPECIAL FITTING ** REDUCER ECC .875"" WALL LOTEMP STL A420 WPL6-W 100%RT"
"** SPECIAL FITTING ** REDUCER ECC 0.625"" WALL X 0.500"" WALL A403 WP304H-WX 100%RT"
"** SPECIAL FITTING ** TEE .625"" WALL LOTEMP STL A420 WPL6-W ASME B16,9"
PIPE SCH 40S SMLS A312 TP304/304L
PIPE SCH 40S SMLS A312 TP304/304L EXT COATED 60 DEG C
PIPE SCH 40S SMLS A312 TP316/316L
PIPE SCH 40S SMLS A312-TP304H
PIPE SCH 40S SMLS ALLOY 20 B729 UNS N08020
PIPE SCH 80 ASTM A106 GR B
PIPE SCH 80 SMLS A106-B PE
PIPE SCH 80 SMLS A312 TP304/304L
PIPE SCH 80 SMLS A335 P11
PIPE SCH 80 SMLS CPVC PE
PIPE SCH 80 SMLS INCONEL 600 B167 N06600
PIPE SCH 80 SMLS LOTEMP STL A333-6
PIPE SCH 80 SMLS LOTEMP STL A333-6 EXT COATED 60 DEG C
PIPE SCH 80 SMLS PVC PE
PIPE SCH 80S EFW A358-304/304H CL 1
PIPE SCH 80S SMLS A312 TP304/304L
PIPE SCH 80S SMLS A312 TP316/316L
PIPE SCH 80S SMLS A312-TP304H
Pipe Size Repad x 300
Pipe Size Repad x 400
Pipe Size Repad x 450
Pipe Size Repad x 550
Pipe Size Repad x 600
Pipe Size Repad x 700
Pipe Size Repad x 750
Pipe Size Repad x 850
PIPE STD WT SMLS A106-B BE
PIPE STD WT SMLS LOTEMP STL A333-6
PIPE STD WT SMLS LOTEMP STL A333-6 EXT COATED 125 DEG C
PIPE STD WT SMLS LOTEMP STL A333-6 EXT COATED 60 DEG C
PIPE STD WT SMLS LOTEMP STL A333-6 EXT COATED 93 DEG C
PIPE STD WT SMLS LOTEMP STL A333-6 H2S
Pipe Support
PIPE SUPPORT GRAY STEEL
PIPE UNION
Pipe Weld Lug
PIPE XS SMLS A335 P11
PIPE XS SMLS LOTEMP STL A333-6
PIPE XS SMLS LOTEMP STL A333-6 EXT COATED 93 DEG C
PIPE XS SMLS LOTEMP STL A333-6 H2S
PIPE XS SMLS STL A106-B
PIPE XXS SMLS LOTEMP STL A333-6
"PIPE, 1"" Sch 80 Carbon Steel, Length: 137 mm"
"PIPE, 1"" Sch 80 Carbon Steel, Length: 150 mm"
"PIPE, 10"" Sch 40 Carbon Steel, Length: 1179 mm"
"PIPE, 10"" Sch 40 Carbon Steel, Length: 134 mm"
"PIPE, 10"" Sch 40 Carbon Steel, Length: 247 mm"
"PIPE, 10"" Sch 40 Carbon Steel, Length: 2707 mm"
"PIPE, 10"" Sch 40 Carbon Steel, Length: 302 mm"
"PIPE, 10"" Sch 40 Carbon Steel, Length: 354 mm"
"PIPE, 10"" Sch 40 Carbon Steel, Length: 498 mm"
"PIPE, 10"" Sch 40 Carbon Steel, Length: 549 mm"
"PIPE, 10"" Sch 40 Carbon Steel, Length: 589 mm"
"PIPE, 10"" Sch 40 Carbon Steel, Length: 847 mm"
"PIPE, 1-1/2"" A53-B, Match SCH of Pipe, Length: 117 mm"
"PIPE, 1-1/2"" A53-B, Match SCH of Pipe, Length: 118 mm"
"PIPE, 1-1/2"" A53-B, Match SCH of Pipe, Length: 137 mm"
"PIPE, 1-1/2"" A53-B, Match SCH of Pipe, Length: 157 mm"
"PIPE, 1-1/2"" A53-B, Match SCH of Pipe, Length: 183 mm"
"PIPE, 1-1/2"" A53-B, Match SCH of Pipe, Length: 188 mm"
"PIPE, 1-1/2"" A53-B, Match SCH of Pipe, Length: 200 mm"
"PIPE, 1-1/2"" Sch 80 Carbon Steel, Length: 107 mm"
"PIPE, 1-1/2"", 1 1/4 Chrome, 1/2 Moly Alloy, Match SCH of Pipe, Length: 117 mm"
"PIPE, 1-1/2"", 1 1/4 Chrome, 1/2 Moly Alloy, Match SCH of Pipe, Length: 119 mm"
"PIPE, 1-1/2"", 1 1/4 Chrome, 1/2 Moly Alloy, Match SCH of Pipe, Length: 137 mm"
"PIPE, 1-1/2"", 1 1/4 Chrome, 1/2 Moly Alloy, Match SCH of Pipe, Length: 140 mm"
"PIPE, 1-1/2"", 1 1/4 Chrome, 1/2 Moly Alloy, Match SCH of Pipe, Length: 150 mm"
"PIPE, 1-1/2"", 1 1/4 Chrome, 1/2 Moly Alloy, Match SCH of Pipe, Length: 171 mm"
"PIPE, 1-1/2"", 1 1/4 Chrome, 1/2 Moly Alloy, Match SCH of Pipe, Length: 215 mm"
"PIPE, 12"" Sch 40 Carbon Steel, Length: 2057 mm"
"PIPE, 12"" Sch 40 Carbon Steel, Length: 751 mm"
"PIPE, 12"" Sch STD Carbon Steel, Length: 318 mm"
"PIPE, 12"" Sch STD Carbon Steel, Length: 485 mm"
"PIPE, 12"" Sch STD Carbon Steel, Length: 833 mm"
"PIPE, 12"", 1 1/4 Chrome, 1/2 Moly Alloy, Match SCH of Pipe, Length: 241 mm"
"PIPE, 12"", 1 1/4 Chrome, 1/2 Moly Alloy, Match SCH of Pipe, Length: 309 mm"
"PIPE, 12"", 1 1/4 Chrome, 1/2 Moly Alloy, Match SCH of Pipe, Length: 316 mm"
"PIPE, 12"", 1 1/4 Chrome, 1/2 Moly Alloy, Match SCH of Pipe, Length: 318 mm"
"PIPE, 12"", 1 1/4 Chrome, 1/2 Moly Alloy, Match SCH of Pipe, Length: 328 mm"
"PIPE, 12"", 1 1/4 Chrome, 1/2 Moly Alloy, Match SCH of Pipe, Length: 336 mm"
"PIPE, 12"", 1 1/4 Chrome, 1/2 Moly Alloy, Match SCH of Pipe, Length: 345 mm"
"PIPE, 12"", 1 1/4 Chrome, 1/2 Moly Alloy, Match SCH of Pipe, Length: 349 mm"
"PIPE, 12"", 1 1/4 Chrome, 1/2 Moly Alloy, Match SCH of Pipe, Length: 350 mm"
"PIPE, 12"", 1 1/4 Chrome, 1/2 Moly Alloy, Match SCH of Pipe, Length: 353 mm"
"PIPE, 12"", 1 1/4 Chrome, 1/2 Moly Alloy, Match SCH of Pipe, Length: 365 mm"
"PIPE, 12"", 1 1/4 Chrome, 1/2 Moly Alloy, Match SCH of Pipe, Length: 370 mm"
"PIPE, 12"", 1 1/4 Chrome, 1/2 Moly Alloy, Match SCH of Pipe, Length: 373 mm"
"PIPE, 12"", 1 1/4 Chrome, 1/2 Moly Alloy, Match SCH of Pipe, Length: 378 mm"
"PIPE, 12"", 1 1/4 Chrome, 1/2 Moly Alloy, Match SCH of Pipe, Length: 383 mm"
"PIPE, 12"", 1 1/4 Chrome, 1/2 Moly Alloy, Match SCH of Pipe, Length: 388 mm"
"PIPE, 12"", 1 1/4 Chrome, 1/2 Moly Alloy, Match SCH of Pipe, Length: 410 mm"
"PIPE, 12"", 1 1/4 Chrome, 1/2 Moly Alloy, Match SCH of Pipe, Length: 456 mm"
"PIPE, 2"" Sch 40 Carbon Steel, Length: 268 mm"
"PIPE, 2"" Sch 40 Carbon Steel, Length: 291 mm"
"PIPE, 2"" Sch 40 Carbon Steel, Length: 465 mm"
"PIPE, 2"" Sch 80 Carbon Steel, Length: 227 mm"
"PIPE, 3"" Sch 40 Carbon Steel, Length: 1020 mm"
"PIPE, 3"" Sch 40 Carbon Steel, Length: 137 mm"
"PIPE, 3"" Sch 40 Carbon Steel, Length: 140 mm"
"PIPE, 3"" Sch 40 Carbon Steel, Length: 149 mm"
"PIPE, 3"" Sch 40 Carbon Steel, Length: 150 mm"
"PIPE, 3"" Sch 40 Carbon Steel, Length: 202 mm"
"PIPE, 3"" Sch 40 Carbon Steel, Length: 228 mm"
"PIPE, 3"" Sch 40 Carbon Steel, Length: 229 mm"
"PIPE, 3"" Sch 40 Carbon Steel, Length: 247 mm"
"PIPE, 3"" Sch 40 Carbon Steel, Length: 286 mm"
"PIPE, 3"" Sch 40 Carbon Steel, Length: 333 mm"
"PIPE, 3"" Sch 40 Carbon Steel, Length: 334 mm"
"PIPE, 3"" Sch 40 Carbon Steel, Length: 347 mm"
"PIPE, 3"" Sch 40 Carbon Steel, Length: 356 mm"
"PIPE, 3"" Sch 40 Carbon Steel, Length: 362 mm"
"PIPE, 3"" Sch 40 Carbon Steel, Length: 440 mm"
"PIPE, 3"" Sch 40 Carbon Steel, Length: 605 mm"
"PIPE, 3"" Sch 40 Carbon Steel, Length: 704 mm"
"PIPE, 3"" Sch 40 Carbon Steel, Length: 794 mm"
"PIPE, 3"" Sch 40 Carbon Steel, Length: 796 mm"
"PIPE, 3"" Sch 40 Carbon Steel, Length: 799 mm"
"PIPE, 3"" Sch 40 Carbon Steel, Length: 81 mm"
"PIPE, 3"" Sch 40 Carbon Steel, Length: 848 mm"
"PIPE, 3"" Sch 40 Carbon Steel, Length: 849 mm"
"PIPE, 3"" Sch 40 Carbon Steel, Length: 855 mm"
"PIPE, 3"" Sch 40 Carbon Steel, Length: 87 mm"
"PIPE, 3"" Sch 40 Carbon Steel, Length: 881 mm"
"PIPE, 4"" 304/304L, Match SCH of Pipe, Length: 102 mm"
"PIPE, 4"" 304/304L, Match SCH of Pipe, Length: 279 mm"
"PIPE, 4"" 304/304L, Match SCH of Pipe, Length: 331 mm"
"PIPE, 4"" 304/304L, Match SCH of Pipe, Length: 408 mm"
"PIPE, 4"" 304/304L, Match SCH of Pipe, Length: 451 mm"
"PIPE, 4"" 304/304L, Match SCH of Pipe, Length: 456 mm"
"PIPE, 4"" 304/304L, Match SCH of Pipe, Length: 521 mm"
"PIPE, 4"" Sch 40 A53-B Carbon Steel, Length: 100 mm"
"PIPE, 4"" Sch 40 A53-B Carbon Steel, Length: 1009 mm"
"PIPE, 4"" Sch 40 A53-B Carbon Steel, Length: 1022 mm"
"PIPE, 4"" Sch 40 A53-B Carbon Steel, Length: 1042 mm"
"PIPE, 4"" Sch 40 A53-B Carbon Steel, Length: 1062 mm"
"PIPE, 4"" Sch 40 A53-B Carbon Steel, Length: 1082 mm"
"PIPE, 4"" Sch 40 A53-B Carbon Steel, Length: 110 mm"
"PIPE, 4"" Sch 40 A53-B Carbon Steel, Length: 125 mm"
"PIPE, 4"" Sch 40 A53-B Carbon Steel, Length: 146 mm"
"PIPE, 4"" Sch 40 A53-B Carbon Steel, Length: 1679 mm"
"PIPE, 4"" Sch 40 A53-B Carbon Steel, Length: 194 mm"
"PIPE, 4"" Sch 40 A53-B Carbon Steel, Length: 226 mm"
"PIPE, 4"" Sch 40 A53-B Carbon Steel, Length: 230 mm"
"PIPE, 4"" Sch 40 A53-B Carbon Steel, Length: 234 mm"
"PIPE, 4"" Sch 40 A53-B Carbon Steel, Length: 237 mm"
"PIPE, 4"" Sch 40 A53-B Carbon Steel, Length: 239 mm"
"PIPE, 4"" Sch 40 A53-B Carbon Steel, Length: 250 mm"
"PIPE, 4"" Sch 40 A53-B Carbon Steel, Length: 264 mm"
"PIPE, 4"" Sch 40 A53-B Carbon Steel, Length: 283 mm"
"PIPE, 4"" Sch 40 A53-B Carbon Steel, Length: 305 mm"
"PIPE, 4"" Sch 40 A53-B Carbon Steel, Length: 358 mm"
"PIPE, 4"" Sch 40 A53-B Carbon Steel, Length: 383 mm"
"PIPE, 4"" Sch 40 A53-B Carbon Steel, Length: 388 mm"
"PIPE, 4"" Sch 40 A53-B Carbon Steel, Length: 451 mm"
"PIPE, 4"" Sch 40 A53-B Carbon Steel, Length: 48 mm"
"PIPE, 4"" Sch 40 A53-B Carbon Steel, Length: 486 mm"
"PIPE, 4"" Sch 40 A53-B Carbon Steel, Length: 51 mm"
"PIPE, 4"" Sch 40 A53-B Carbon Steel, Length: 585 mm"
"PIPE, 4"" Sch 40 A53-B Carbon Steel, Length: 597 mm"
"PIPE, 4"" Sch 40 A53-B Carbon Steel, Length: 63 mm"
"PIPE, 4"" Sch 40 A53-B Carbon Steel, Length: 664 mm"
"PIPE, 4"" Sch 40 A53-B Carbon Steel, Length: 688 mm"
"PIPE, 4"" Sch 40 A53-B Carbon Steel, Length: 701 mm"
"PIPE, 4"" Sch 40 A53-B Carbon Steel, Length: 78 mm"
"PIPE, 4"" Sch 40 A53-B Carbon Steel, Length: 95 mm"
"PIPE, 4"" Sch 80 Carbon Steel, Length: 193 mm"
"PIPE, 4"" Sch 80 Carbon Steel, Length: 216 mm"
"PIPE, 4"" Sch 80 Carbon Steel, Length: 254 mm"
"PIPE, 4"" Sch 80 Carbon Steel, Length: 294 mm"
"PIPE, 4"" Sch 80 Carbon Steel, Length: 477 mm"
"PIPE, 5"" Sch 40 Carbon Steel, Length: 1211 mm"
"PIPE, 5"" Sch 40 Carbon Steel, Length: 1224 mm"
"PIPE, 5"" Sch 40 Carbon Steel, Length: 1337 mm"
"PIPE, 5"" Sch 40 Carbon Steel, Length: 152 mm"
"PIPE, 5"" Sch 40 Carbon Steel, Length: 163 mm"
"PIPE, 5"" Sch 40 Carbon Steel, Length: 1962 mm"
"PIPE, 5"" Sch 40 Carbon Steel, Length: 2073 mm"
"PIPE, 5"" Sch 40 Carbon Steel, Length: 262 mm"
"PIPE, 5"" Sch 40 Carbon Steel, Length: 2925 mm"
"PIPE, 5"" Sch 40 Carbon Steel, Length: 386 mm"
"PIPE, 5"" Sch 40 Carbon Steel, Length: 435 mm"
"PIPE, 5"" Sch 40 Carbon Steel, Length: 452 mm"
"PIPE, 5"" Sch 40 Carbon Steel, Length: 461 mm"
"PIPE, 5"" Sch 40 Carbon Steel, Length: 521 mm"
"PIPE, 5"" Sch 40 Carbon Steel, Length: 536 mm"
"PIPE, 5"" Sch 40 Carbon Steel, Length: 595 mm"
"PIPE, 5"" Sch 40 Carbon Steel, Length: 643 mm"
"PIPE, 5"" Sch 40 Carbon Steel, Length: 695 mm"
"PIPE, 5"" Sch 40 Carbon Steel, Length: 701 mm"
"PIPE, 5"" Sch 40 Carbon Steel, Length: 746 mm"
"PIPE, 5"" Sch 40 Carbon Steel, Length: 880 mm"
"PIPE, 6"" Sch 40 Carbon Steel, Length: 1036 mm"
"PIPE, 6"" Sch 40 Carbon Steel, Length: 107 mm"
"PIPE, 6"" Sch 40 Carbon Steel, Length: 1080 mm"
"PIPE, 6"" Sch 40 Carbon Steel, Length: 117 mm"
"PIPE, 6"" Sch 40 Carbon Steel, Length: 118 mm"
"PIPE, 6"" Sch 40 Carbon Steel, Length: 1264 mm"
"PIPE, 6"" Sch 40 Carbon Steel, Length: 1472 mm"
"PIPE, 6"" Sch 40 Carbon Steel, Length: 1494 mm"
"PIPE, 6"" Sch 40 Carbon Steel, Length: 160 mm"
"PIPE, 6"" Sch 40 Carbon Steel, Length: 164 mm"
"PIPE, 6"" Sch 40 Carbon Steel, Length: 169 mm"
"PIPE, 6"" Sch 40 Carbon Steel, Length: 171 mm"
"PIPE, 6"" Sch 40 Carbon Steel, Length: 185 mm"
"PIPE, 6"" Sch 40 Carbon Steel, Length: 189 mm"
"PIPE, 6"" Sch 40 Carbon Steel, Length: 191 mm"
"PIPE, 6"" Sch 40 Carbon Steel, Length: 193 mm"
"PIPE, 6"" Sch 40 Carbon Steel, Length: 200 mm"
"PIPE, 6"" Sch 40 Carbon Steel, Length: 225 mm"
"PIPE, 6"" Sch 40 Carbon Steel, Length: 227 mm"
"PIPE, 6"" Sch 40 Carbon Steel, Length: 2596 mm"
"PIPE, 6"" Sch 40 Carbon Steel, Length: 291 mm"
"PIPE, 6"" Sch 40 Carbon Steel, Length: 300 mm"
"PIPE, 6"" Sch 40 Carbon Steel, Length: 3175 mm"
"PIPE, 6"" Sch 40 Carbon Steel, Length: 32 mm"
"PIPE, 6"" Sch 40 Carbon Steel, Length: 325 mm"
"PIPE, 6"" Sch 40 Carbon Steel, Length: 330 mm"
"PIPE, 6"" Sch 40 Carbon Steel, Length: 410 mm"
"PIPE, 6"" Sch 40 Carbon Steel, Length: 4146 mm"
"PIPE, 6"" Sch 40 Carbon Steel, Length: 459 mm"
"PIPE, 6"" Sch 40 Carbon Steel, Length: 53 mm"
"PIPE, 6"" Sch 40 Carbon Steel, Length: 595 mm"
"PIPE, 6"" Sch 40 Carbon Steel, Length: 65 mm"
"PIPE, 6"" Sch 40 Carbon Steel, Length: 848 mm"
"PIPE, 6"" Sch 40 Carbon Steel, Length: 849 mm"
"PIPE, 6"" Sch 40 Carbon Steel, Length: 860 mm"
"PIPE, 6"" Sch 40 Carbon Steel, Length: 880 mm"
"PIPE, 6"" Sch 40 Carbon Steel, Length: 91 mm"
"PIPE, 6"" Sch 40 Carbon Steel, Length: 983 mm"
"PIPE, 6"" Sch 40 Carbon Steel, Length: 998 mm"
"PIPE, 6"" Sch 80 Carbon Steel, Length: 240 mm"
"PIPE, 8"" 1 1/4 Chrome, 1/2 Moly Alloy, Match SCH of Pipe, Length: 289 mm"
"PIPE, 8"" 1 1/4 Chrome, 1/2 Moly Alloy, Match SCH of Pipe, Length: 521 mm"
"PIPE, 8"" A53-B, Match SCH of Pipe, Length: 128 mm"
"PIPE, 8"" A53-B, Match SCH of Pipe, Length: 1294 mm"
"PIPE, 8"" A53-B, Match SCH of Pipe, Length: 1331 mm"
"PIPE, 8"" A53-B, Match SCH of Pipe, Length: 1650 mm"
"PIPE, 8"" A53-B, Match SCH of Pipe, Length: 1659 mm"
"PIPE, 8"" A53-B, Match SCH of Pipe, Length: 1670 mm"
"PIPE, 8"" A53-B, Match SCH of Pipe, Length: 182 mm"
"PIPE, 8"" A53-B, Match SCH of Pipe, Length: 188 mm"
"PIPE, 8"" A53-B, Match SCH of Pipe, Length: 1963 mm"
"PIPE, 8"" A53-B, Match SCH of Pipe, Length: 231 mm"
"PIPE, 8"" A53-B, Match SCH of Pipe, Length: 238 mm"
"PIPE, 8"" A53-B, Match SCH of Pipe, Length: 260 mm"
"PIPE, 8"" A53-B, Match SCH of Pipe, Length: 2718 mm"
"PIPE, 8"" A53-B, Match SCH of Pipe, Length: 287 mm"
"PIPE, 8"" A53-B, Match SCH of Pipe, Length: 2908 mm"
"PIPE, 8"" A53-B, Match SCH of Pipe, Length: 325 mm"
"PIPE, 8"" A53-B, Match SCH of Pipe, Length: 354 mm"
"PIPE, 8"" A53-B, Match SCH of Pipe, Length: 369 mm"
"PIPE, 8"" A53-B, Match SCH of Pipe, Length: 378 mm"
"PIPE, 8"" A53-B, Match SCH of Pipe, Length: 393 mm"
"PIPE, 8"" A53-B, Match SCH of Pipe, Length: 434 mm"
"PIPE, 8"" A53-B, Match SCH of Pipe, Length: 503 mm"
"PIPE, 8"" A53-B, Match SCH of Pipe, Length: 520 mm"
"PIPE, 8"" A53-B, Match SCH of Pipe, Length: 559 mm"
"PIPE, 8"" A53-B, Match SCH of Pipe, Length: 591 mm"
"PIPE, 8"" A53-B, Match SCH of Pipe, Length: 614 mm"
"PIPE, 8"" A53-B, Match SCH of Pipe, Length: 721 mm"
"PIPE, 8"" A53-B, Match SCH of Pipe, Length: 732 mm"
"PIPE, 8"" A53-B, Match SCH of Pipe, Length: 874 mm"
"PIPE, 8"" Sch 80 Carbon Steel, Length: 276 mm"
"PIPE, 8"" Sch 80 Carbon Steel, Length: 287 mm"
"PIPE, 8"" Sch 80 Carbon Steel, Length: 337 mm"
"PIPE, 8"" Sch 80 Carbon Steel, Length: 380 mm"
"PIPE, 8"" Sch 80 Carbon Steel, Length: 456 mm"
"PIPE, 8"" Sch 80 Carbon Steel, Length: 584 mm"
"PIPE, 8"" Sch XXS Carbon Steel, Length: 312 mm"
"PIPE, CS A106-B, SMLS, BE, SCH 160, B36.10M"
"PIPE, CS A106-B, SMLS, BE, SCH 40, B36.10M"
"PIPE, CS A106-B, SMLS, BE, SCH 80, B36.10M"
"PIPE, CS A106-B, SMLS, BE, STD, B36.10M"
"PIPE, CS A106-B, SMLS, BE, STD, B36.10M, EHT"
"PIPE, CS A106-B, SMLS, BE, STD, B36.10M, YJ COATED"
"PIPE, CS A106-B, SMLS, BE, XS, B36.10M"
"PIPE, CS A106-B, SMLS, BE, XS, B36.10M, EHT"
"PIPE, CS A106-B, SMLS, MNPT, SCH 80, B36.10M, GALV"
"PIPE, CS A106-B, SMLS, PE, SCH 160, B36.10M"
"PIPE, CS A106-B, SMLS, PE, SCH 80, B36.10M"
"PIPE, CS A106-B, SMLS, PE, XXS, B36.10M"
"PIPE, CS A672-C60 CL.22, EFW, DBL BTT, STRT SM, BE, 10.31MM, MFR STD DIMS"
"PIPE, CS A672-C60 CL.22, EFW, DBL BTT, STRT SM, BE, 11.91MM, B36.10M"
"PIPE, CS A672-C60 CL.22, EFW, DBL BTT, STRT SM, BE, 15.88MM, B36.10M"
"PIPE, CS A672-C60 CL.22, EFW, DBL BTT, STRT SM, BE, STD, B36.10M"
"PIPE, CS API 5L-BM-PSL2, SAW, DBL BTT, STRT SM, BE, 10.31MM, B36.10M"
"PIPE, CS API 5L-BM-PSL2, SAW, DBL BTT, STRT SM, BE, 10.31MM, MFR STD DIMS"
"PIPE, CS API 5L-BM-PSL2, SAW, DBL BTT, STRT SM, BE, 11.13MM, B36.10M"
"PIPE, CS API 5L-BM-PSL2, SAW, DBL BTT, STRT SM, BE, 12.70MM, B36.10M"
"PIPE, CS API 5L-BM-PSL2, SAW, DBL BTT, STRT SM, BE, 12.70MM, B36.10M, W/ 6.4MM CCO"
"PIPE, CS API 5L-BM-PSL2, SAW, DBL BTT, STRT SM, BE, 15.88MM, B36.10M"
"PIPE, CS API 5L-BM-PSL2, SAW, DBL BTT, STRT SM, BE, 15.88MM, B36.10M, W/ 6.4MM CCO"
"PIPE, CS API 5L-BM-PSL2, SAW, DBL BTT, STRT SM, BE, 19.05MM, B36.10M"
"PIPE, CS API 5L-BM-PSL2, SAW, DBL BTT, STRT SM, BE, 22.23MM, B36.10M"
"PIPE, CS API 5L-BM-PSL2, SAW, DBL BTT, STRT SM, BE, NON-STD(OD: 190.6MM, THK: 12.7MM), W/ 6.4MM CCO"
"PIPE, CS API 5L-BM-PSL2, SAW, DBL BTT, STRT SM, BE, NON-STD(OD: 241.4MM, THK: 12.7MM), W/ 6.4MM CCO"
"PIPE, CS API 5L-BM-PSL2, SAW, DBL BTT, STRT SM, BE, NON-STD(OD: 292.2MM, THK: 12.7MM), W/ 6.4MM CCO"
"PIPE, CS API 5L-BM-PSL2, SAW, DBL BTT, STRT SM, BE, NON-STD(OD: 343.0MM, THK: 12.7MM), W/ 6.4MM CCO"
"PIPE, CS API 5L-BM-PSL2, SAW, DBL BTT, STRT SM, BE, NON-STD(OD: 476.4MM, THK: 12.7MM), W/ 6.4MM CCO"
"PIPE, CS API 5L-BM-PSL2, SAW, DBL BTT, STRT SM, BE, NON-STD(OD: 495.4MM, THK: 12.7MM), W/ 6.4MM CCO"
"PIPE, CS API 5L-BM-PSL2, SAW, DBL BTT, STRT SM, BE, NON-STD(OD: 527.2MM, THK: 12.7MM), W/ 6.4MM CCO"
"PIPE, CS API 5L-BM-PSL2, SAW, DBL BTT, STRT SM, BE, SCH 160, B36.10M"
"PIPE, CS API 5L-BM-PSL2, SAW, DBL BTT, STRT SM, BE, SCH 30, B36.10M, W/ 6.4MM CCO"
"PIPE, CS API 5L-BM-PSL2, SAW, DBL BTT, STRT SM, BE, SCH 40, B36.10M "
"PIPE, CS API 5L-BM-PSL2, SAW, DBL BTT, STRT SM, BE, STD, B36.10M"
"PIPE, CS API 5L-BM-PSL2, SAW, DBL BTT, STRT SM, BE, XS, B36.10M"
"PIPE, CS API 5L-BM-PSL2, SAW, DBL BTT, STRT SM, BE, XS, B36.10M, W/ 6.4MM CCO"
"PIPE, CS API 5L-BN-PSL2, SMLS, BE, SCH 120, B36.10M"
"PIPE, CS API 5L-BN-PSL2, SMLS, BE, SCH 160, B36.10M"
"PIPE, CS API 5L-BN-PSL2, SMLS, BE, STD, B36.10M"
"PIPE, CS API 5L-BN-PSL2, SMLS, BE, STD, B36.10M, EHT"
"PIPE, CS API 5L-BN-PSL2, SMLS, BE, XS, B36.10M"
"PIPE, CS API 5L-BN-PSL2, SMLS, BE, XS, B36.10M, W/ 6.4MM CCO"
"PIPE, CS API 5L-BN-PSL2, SMLS, BE, XS, B36.10M, W/ 6.4MM CCO (COMPONENT OF 612-SP92001)"
"PIPE, CSA GR 448 CAT II, M45C, SMLS, BE, 11.13MM, CSA Z245.1"
"PIPE, CSA GR 448 CAT II, M5C, DSAW, SGL BTT, STRT SM, BE, 9.53MM, CSA Z245.1"
"PIPE, HDPE D3035/D3350-PE3608 CL 345464C, PE, SDR 11, IPS B36.10M"
"PIPE, HDPE F714/D3350-PE3608 CL 345464C, PE, SDR 9, IPS B36.10M, FM"
"PIPE, HDPE F714/D3350-PE4710 CL 445574C, PE, SDR 11, IPS B36.10M, PR 202(MFR STD)"
"PIPE, ITCS A333-6, SMLS, BE, STD, B36.10M"
"PIPE, ITCS A333-6, SMLS, BE, STD, B36.10M, YJ COATED"
"PIPE, ITCS A333-6, SMLS, PE, SCH 80, B36.10M"
"PIPE, NPS 3"" XS SMLS A335 P11"
"Pipe, NPS 40, SMLS, SCH 40S, A312, TP304/304L"
"PIPE, SA-106 GR. B, SCH 40"
"PIPE, SA-106 GR. B, SCH 80"
"PIPE, SA-106 GR. C, SCH 40"
"PIPE, SA-106 GR. C, SCH 80"
"PIPE, SA-312 TP304, SCH 40S"
"PIPE, SA-312 TP304, SCH 80S"
"PIPE, SA-312 TP316, SCH 80"
"PIPE, SA-335 P11, SCH 100"
"PIPE, SA-335 P11, SCH 120"
"PIPE, SA-335 P11, SCH 40"
"PIPE, SA-335 P11, SCH 80"
"PIPE, SA-335 P22, SCH 40"
"PIPE, SA-335 P22, SCH 80"
"PIPE, SMLS, B36.10/19, A312 GR.TP304"
"PIPE, SMLS, B36.10/19, A333 GR.6"
"PIPE, SMLS, THRD, B36.10/19, A333 GR.6"
"PIPE, SS A312-TP316/316L, SMLS, BE, SCH 10S, B36.19M"
"PIPE, SS A312-TP316/316L, SMLS, BE, SCH 40S, B36.19M"
"PIPE, SS A312-TP316/316L, SMLS, BE, SCH 80S, B36.19M"
"PIPE, SS A312-TP316/316L, SMLS, PE, SCH 40S, B36.19M"
"PIPE, SS A312-TP316/316L, SMLS, PE, SCH 80S, B36.19M"
